Year,지역,Value
2001,0.전국,59.0
2002,0.전국,60.1
2003,0.전국,59.4
2004,0.전국,60.0
2005,0.전국,59.9
2006,0.전국,60.0
2007,0.전국,60.1
2008,0.전국,59.8
2009,0.전국,58.8
2010,0.전국,58.9
2011,0.전국,59.3
2012,0.전국,59.6
2013,0.전국,59.8
2014,0.전국,60.5
2015,0.전국,60.5
2016,0.전국,60.6
2017,0.전국,60.8
2018,0.전국,60.7
2019,0.전국,60.9
2020,0.전국,60.1
2021,0.전국,60.5
2022,0.전국,62.1
2001,1.수도권,59.3
2002,1.수도권,60.1
2003,1.수도권,59.5
2004,1.수도권,60.3
2005,1.수도권,60.3
2006,1.수도권,60.5
2007,1.수도권,60.6
2008,1.수도권,60.2
2009,1.수도권,58.9
2010,1.수도권,59.3
2011,1.수도권,59.8
2012,1.수도권,60.1
2013,1.수도권,60.2
2014,1.수도권,61.1
2015,1.수도권,60.9
2016,1.수도권,61.0
2017,1.수도권,61.3
2018,1.수도권,61.2
2019,1.수도권,61.2
2020,1.수도권,60.0
2021,1.수도권,60.4
2022,1.수도권,62.5
2001,2.충청권,58.8
2002,2.충청권,60.0
2003,2.충청권,59.0
2004,2.충청권,59.9
2005,2.충청권,59.3
2006,2.충청권,59.9
2007,2.충청권,60.4
2008,2.충청권,59.7
2009,2.충청권,58.9
2010,2.충청권,58.9
2011,2.충청권,59.3
2012,2.충청권,59.5
2013,2.충청권,60.3
2014,2.충청권,61.3
2015,2.충청권,61.6
2016,2.충청권,61.2
2017,2.충청권,61.4
2018,2.충청권,62.1
2019,2.충청권,62.4
2020,2.충청권,62.2
2021,2.충청권,62.5
2022,2.충청권,63.7
2001,3.호남권,58.8
2002,3.호남권,59.7
2003,3.호남권,59.3
2004,3.호남권,59.3
2005,3.호남권,59.5
2006,3.호남권,59.5
2007,3.호남권,60.0
2008,3.호남권,59.7
2009,3.호남권,59.6
2010,3.호남권,58.8
2011,3.호남권,59.0
2012,3.호남권,59.2
2013,3.호남권,59.6
2014,3.호남권,59.8
2015,3.호남권,60.2
2016,3.호남권,60.3
2017,3.호남권,60.0
2018,3.호남권,60.1
2019,3.호남권,60.8
2020,3.호남권,61.0
2021,3.호남권,61.6
2022,3.호남권,62.6
2001,4.대경권,60.4
2002,4.대경권,61.3
2003,4.대경권,60.8
2004,4.대경권,61.4
2005,4.대경권,61.1
2006,4.대경권,60.8
2007,4.대경권,60.2
2008,4.대경권,59.7
2009,4.대경권,59.3
2010,4.대경권,59.7
2011,4.대경권,59.4
2012,4.대경권,60.4
2013,4.대경권,60.1
2014,4.대경권,61.1
2015,4.대경권,61.0
2016,4.대경권,60.9
2017,4.대경권,60.7
2018,4.대경권,60.0
2019,4.대경권,59.9
2020,4.대경권,59.0
2021,4.대경권,59.7
2022,4.대경권,61.1
2001,5.동남권,57.6
2002,5.동남권,59.1
2003,5.동남권,58.2
2004,5.동남권,58.7
2005,5.동남권,58.3
2006,5.동남권,58.2
2007,5.동남권,58.5
2008,5.동남권,58.4
2009,5.동남권,57.2
2010,5.동남권,57.1
2011,5.동남권,57.8
2012,5.동남권,58.2
2013,5.동남권,58.3
2014,5.동남권,58.4
2015,5.동남권,58.5
2016,5.동남권,58.4
2017,5.동남권,58.7
2018,5.동남권,58.5
2019,5.동남권,58.9
2020,5.동남권,58.1
2021,5.동남권,58.3
2022,5.동남권,59.1
2001,6.강원권,56.7
2002,6.강원권,58.6
2003,6.강원권,57.2
2004,6.강원권,58.0
2005,6.강원권,57.6
2006,6.강원권,58.3
2007,6.강원권,57.6
2008,6.강원권,57.7
2009,6.강원권,57.5
2010,6.강원권,56.0
2011,6.강원권,56.3
2012,6.강원권,56.9
2013,6.강원권,56.3
2014,6.강원권,56.9
2015,6.강원권,57.9
2016,6.강원권,58.2
2017,6.강원권,61.0
2018,6.강원권,60.7
2019,6.강원권,62.2
2020,6.강원권,60.8
2021,6.강원권,61.4
2022,6.강원권,61.8
2001,7.제주권,66.6
2002,7.제주권,67.9
2003,7.제주권,69.5
2004,7.제주권,68.7
2005,7.제주권,68.8
2006,7.제주권,69.1
2007,7.제주권,68.2
2008,7.제주권,68.0
2009,7.제주권,67.2
2010,7.제주권,65.1
2011,7.제주권,66.1
2012,7.제주권,66.7
2013,7.제주권,66.5
2014,7.제주권,67.2
2015,7.제주권,68.5
2016,7.제주권,69.3
2017,7.제주권,70.8
2018,7.제주권,68.4
2019,7.제주권,68.5
2020,7.제주권,67.1
2021,7.제주권,67.4
2022,7.제주권,69.9
