Year,시도,시군구,Value
2015,0.전국,,25.5
2016,0.전국,,25.9
2017,0.전국,,24.9
2018,0.전국,,23.1
2019,0.전국,,23.1
2020,0.전국,,18.7
2021,0.전국,,18.2
2022,0.전국,,17.5
2023,0.전국,,18.6
2015,1.수도권,,24.8
2016,1.수도권,,26.9
2017,1.수도권,,26.0
2018,1.수도권,,24.2
2019,1.수도권,,25.2
2020,1.수도권,,20.6
2021,1.수도권,,20.6
2022,1.수도권,,19.3
2023,1.수도권,,20.6
2015,2.서울특별시,,23.3
2016,2.서울특별시,,26.2
2017,2.서울특별시,,24.6
2018,2.서울특별시,,22.8
2019,2.서울특별시,,25.1
2020,2.서울특별시,,20.7
2021,2.서울특별시,,19.9
2022,2.서울특별시,,18.4
2023,2.서울특별시,,19.7
2015,2.서울특별시,강남구,23.4
2016,2.서울특별시,강남구,27.2
2017,2.서울특별시,강남구,25.3
2018,2.서울특별시,강남구,21.7
2019,2.서울특별시,강남구,26.0
2020,2.서울특별시,강남구,21.2
2021,2.서울특별시,강남구,20.1
2022,2.서울특별시,강남구,17.7
2023,2.서울특별시,강남구,19.5
2015,2.서울특별시,강동구,21.8
2016,2.서울특별시,강동구,27.1
2017,2.서울특별시,강동구,24.0
2018,2.서울특별시,강동구,23.4
2019,2.서울특별시,강동구,26.4
2020,2.서울특별시,강동구,22.8
2021,2.서울특별시,강동구,20.8
2022,2.서울특별시,강동구,18.8
2023,2.서울특별시,강동구,20.5
2015,2.서울특별시,강북구,21.9
2016,2.서울특별시,강북구,25.9
2017,2.서울특별시,강북구,21.8
2018,2.서울특별시,강북구,19.3
2019,2.서울특별시,강북구,24.4
2020,2.서울특별시,강북구,21.3
2021,2.서울특별시,강북구,19.2
2022,2.서울특별시,강북구,18.3
2023,2.서울특별시,강북구,19.6
2015,2.서울특별시,강서구,25.0
2016,2.서울특별시,강서구,25.8
2017,2.서울특별시,강서구,23.8
2018,2.서울특별시,강서구,22.3
2019,2.서울특별시,강서구,25.7
2020,2.서울특별시,강서구,20.8
2021,2.서울특별시,강서구,21.2
2022,2.서울특별시,강서구,18.6
2023,2.서울특별시,강서구,19.3
2015,2.서울특별시,관악구,26.2
2016,2.서울특별시,관악구,28.8
2017,2.서울특별시,관악구,26.3
2018,2.서울특별시,관악구,27.3
2019,2.서울특별시,관악구,28.8
2020,2.서울특별시,관악구,19.2
2021,2.서울특별시,관악구,18.6
2022,2.서울특별시,관악구,18.4
2023,2.서울특별시,관악구,20.3
2015,2.서울특별시,광진구,21.9
2016,2.서울특별시,광진구,29.0
2017,2.서울특별시,광진구,24.7
2018,2.서울특별시,광진구,21.1
2019,2.서울특별시,광진구,26.4
2020,2.서울특별시,광진구,19.8
2021,2.서울특별시,광진구,19.4
2022,2.서울특별시,광진구,18.3
2023,2.서울특별시,광진구,18.8
2015,2.서울특별시,구로구,23.3
2016,2.서울특별시,구로구,26.7
2017,2.서울특별시,구로구,25.0
2018,2.서울특별시,구로구,23.3
2019,2.서울특별시,구로구,24.0
2020,2.서울특별시,구로구,20.6
2021,2.서울특별시,구로구,19.8
2022,2.서울특별시,구로구,16.7
2023,2.서울특별시,구로구,18.8
2015,2.서울특별시,금천구,27.1
2016,2.서울특별시,금천구,26.6
2017,2.서울특별시,금천구,25.8
2018,2.서울특별시,금천구,23.1
2019,2.서울특별시,금천구,24.7
2020,2.서울특별시,금천구,22.3
2021,2.서울특별시,금천구,22.0
2022,2.서울특별시,금천구,18.9
2023,2.서울특별시,금천구,20.5
2015,2.서울특별시,노원구,19.9
2016,2.서울특별시,노원구,25.3
2017,2.서울특별시,노원구,25.2
2018,2.서울특별시,노원구,21.7
2019,2.서울특별시,노원구,26.0
2020,2.서울특별시,노원구,21.6
2021,2.서울특별시,노원구,21.0
2022,2.서울특별시,노원구,20.6
2023,2.서울특별시,노원구,21.3
2015,2.서울특별시,도봉구,22.0
2016,2.서울특별시,도봉구,24.0
2017,2.서울특별시,도봉구,23.6
2018,2.서울특별시,도봉구,23.1
2019,2.서울특별시,도봉구,22.1
2020,2.서울특별시,도봉구,19.3
2021,2.서울특별시,도봉구,18.3
2022,2.서울특별시,도봉구,17.1
2023,2.서울특별시,도봉구,18.6
2015,2.서울특별시,동대문구,23.0
2016,2.서울특별시,동대문구,25.4
2017,2.서울특별시,동대문구,22.5
2018,2.서울특별시,동대문구,23.6
2019,2.서울특별시,동대문구,26.0
2020,2.서울특별시,동대문구,19.2
2021,2.서울특별시,동대문구,19.7
2022,2.서울특별시,동대문구,19.4
2023,2.서울특별시,동대문구,19.7
2015,2.서울특별시,동작구,24.4
2016,2.서울특별시,동작구,25.0
2017,2.서울특별시,동작구,25.1
2018,2.서울특별시,동작구,22.0
2019,2.서울특별시,동작구,26.3
2020,2.서울특별시,동작구,22.4
2021,2.서울특별시,동작구,21.0
2022,2.서울특별시,동작구,20.3
2023,2.서울특별시,동작구,20.7
2015,2.서울특별시,마포구,26.4
2016,2.서울특별시,마포구,28.2
2017,2.서울특별시,마포구,28.2
2018,2.서울특별시,마포구,24.5
2019,2.서울특별시,마포구,29.0
2020,2.서울특별시,마포구,20.7
2021,2.서울특별시,마포구,19.1
2022,2.서울특별시,마포구,17.8
2023,2.서울특별시,마포구,20.5
2015,2.서울특별시,서대문구,21.5
2016,2.서울특별시,서대문구,23.7
2017,2.서울특별시,서대문구,24.1
2018,2.서울특별시,서대문구,22.9
2019,2.서울특별시,서대문구,23.2
2020,2.서울특별시,서대문구,19.3
2021,2.서울특별시,서대문구,20.0
2022,2.서울특별시,서대문구,16.3
2023,2.서울특별시,서대문구,18.1
2015,2.서울특별시,서초구,23.1
2016,2.서울특별시,서초구,24.3
2017,2.서울특별시,서초구,23.9
2018,2.서울특별시,서초구,21.9
2019,2.서울특별시,서초구,25.6
2020,2.서울특별시,서초구,20.9
2021,2.서울특별시,서초구,20.0
2022,2.서울특별시,서초구,17.3
2023,2.서울특별시,서초구,19.5
2015,2.서울특별시,성동구,22.9
2016,2.서울특별시,성동구,25.8
2017,2.서울특별시,성동구,24.8
2018,2.서울특별시,성동구,23.7
2019,2.서울특별시,성동구,25.9
2020,2.서울특별시,성동구,21.0
2021,2.서울특별시,성동구,19.2
2022,2.서울특별시,성동구,16.5
2023,2.서울특별시,성동구,18.9
2015,2.서울특별시,성북구,20.9
2016,2.서울특별시,성북구,25.1
2017,2.서울특별시,성북구,25.4
