Year,지역,Value
2001,0.전국,6.971158569
2002,0.전국,6.971158569
2003,0.전국,3.66110107
2004,0.전국,4.581919432
2005,0.전국,4.593279429
2006,0.전국,5.432306441
2007,0.전국,5.776292546
2008,0.전국,2.711442276
2009,0.전국,0.989186126
2010,0.전국,6.999526153
2011,0.전국,3.62565879
2012,0.전국,2.339355502
2013,0.전국,3.11147985
2014,0.전국,3.136739177
2015,0.전국,2.789355616
2016,0.전국,2.94418017
2017,0.전국,3.111019114
2018,0.전국,2.901000633
2019,0.전국,2.221211852
2001,1.수도권,7.857399491
2002,1.수도권,7.857399491
2003,1.수도권,3.312232137
2004,1.수도권,3.493769653
2005,1.수도권,5.15772059
2006,1.수도권,6.113047507
2007,1.수도권,5.898934661
2008,1.수도권,3.117261844
2009,1.수도권,1.459718083
2010,1.수도권,6.739592237
2011,1.수도권,3.522815578
2012,1.수도권,2.950021009
2013,1.수도권,3.509475485
2014,1.수도권,3.182738766
2015,1.수도권,3.968468832
2016,1.수도권,3.66229325
2017,1.수도권,4.495402492
2018,1.수도권,4.480987002
2019,1.수도권,2.377746846
2001,2.충청권,6.920497421
2002,2.충청권,6.920497421
2003,2.충청권,7.175380945
2004,2.충청권,7.773535274
2005,2.충청권,5.156800079
2006,2.충청권,7.435589736
2007,2.충청권,5.387177646
2008,2.충청권,2.629368722
2009,2.충청권,3.345496995
2010,2.충청권,9.843436764
2011,2.충청권,6.054803186
2012,2.충청권,1.572366007
2013,2.충청권,4.035183398
2014,2.충청권,3.875079565
2015,2.충청권,3.257826795
2016,2.충청권,4.019140613
2017,2.충청권,4.719320203
2018,2.충청권,2.366662828
2019,2.충청권,2.099850284
2001,3.호남권,5.064149504
2002,3.호남권,5.064149504
2003,3.호남권,1.09713995
2004,3.호남권,4.205100824
2005,3.호남권,2.524550459
2006,3.호남권,4.087080498
2007,3.호남권,5.116198548
2008,3.호남권,2.046258284
2009,3.호남권,-0.435223091
2010,3.호남권,8.889892602
2011,3.호남권,0.871603517
2012,3.호남권,1.081784849
2013,3.호남권,3.095823814
2014,3.호남권,1.503809588
2015,3.호남권,1.07242161
2016,3.호남권,1.529595671
2017,3.호남권,1.457164972
2018,3.호남권,2.690186537
2019,3.호남권,2.692250929
2001,4.대경권,6.01016107
2002,4.대경권,6.01016107
2003,4.대경권,5.930839383
2004,4.대경권,6.42979994
2005,4.대경권,4.914528388
2006,4.대경권,3.57285276
2007,4.대경권,6.797147611
2008,4.대경권,2.40346669
2009,4.대경권,-1.214748197
2010,4.대경권,7.082304011
2011,4.대경권,2.912019928
2012,4.대경권,1.765014496
2013,4.대경권,3.703988214
2014,4.대경권,5.647663369
2015,4.대경권,-0.824754002
2016,4.대경권,1.695607278
2017,4.대경권,-0.265533159
2018,4.대경권,-0.023481238
2019,4.대경권,1.314818992
2001,5.동남권,6.890562772
2002,5.동남권,6.890562772
2003,5.동남권,1.985222276
2004,5.동남권,5.331890847
2005,5.동남권,4.193528947
2006,5.동남권,3.865307551
2007,5.동남권,5.634470827
2008,5.동남권,2.065013646
2009,5.동남권,-0.147536586
2010,5.동남권,5.40383492
2011,5.동남권,4.248343939
2012,5.동남권,2.045706163
2013,5.동남권,0.868589763
2014,5.동남권,1.463000614
2015,5.동남권,1.800204624
2016,5.동남권,1.06379729
2017,5.동남권,0.013863372
2018,5.동남권,0.183528253
2019,5.동남권,1.899464685
2001,6.강원권,2.655687641
2002,6.강원권,2.655687641
2003,6.강원권,5.423328319
2004,6.강원권,1.818518027
2005,6.강원권,1.051429033
2006,6.강원권,6.246954951
2007,6.강원권,4.127527176
2008,6.강원권,2.500695749
2009,6.강원권,0.897645478
2010,6.강원권,4.343026027
2011,6.강원권,2.380885961
2012,6.강원권,1.995683127
2013,6.강원권,3.21692466
2014,6.강원권,4.883391446
2015,6.강원권,1.971151894
2016,6.강원권,2.885745407
2017,6.강원권,4.076432342
2018,6.강원권,1.857739254
2019,6.강원권,3.342288861
2001,7.제주권,5.358290735
2002,7.제주권,5.358290735
2003,7.제주권,2.75858789
2004,7.제주권,6.216174783
2005,7.제주권,-0.467534854
2006,7.제주권,1.999281691
2007,7.제주권,5.533538805
2008,7.제주권,1.016006921
2009,7.제주권,6.187134426
2010,7.제주권,1.822733414
2011,7.제주권,6.878472527
2012,7.제주권,6.315557102
2013,7.제주권,4.946014789
2014,7.제주권,6.925778868
2015,7.제주권,7.353318654
2016,7.제주권,8.031842643
2017,7.제주권,4.570800862
2018,7.제주권,-0.921181299
2019,7.제주권,1.148705999
