Year,지역,Value
2005,수도권,62.7
2006,수도권,62.9
2007,수도권,63.2
2008,수도권,63.0
2009,수도권,61.8
2010,수도권,62.5
2011,수도권,63.1
2012,수도권,63.5
2013,수도권,63.8
2014,수도권,64.8
2015,수도권,65.0
2016,수도권,65.3
2017,수도권,66.0
2018,수도권,65.8
2019,수도권,65.8
2005,서울,62.8
2006,서울,63.0
2007,서울,63.4
2008,서울,63.0
2009,서울,61.4
2010,서울,62.4
2011,서울,63.5
2012,서울,63.5
2013,서울,63.9
2014,서울,64.5
2015,서울,64.3
2016,서울,64.7
2017,서울,65.4
2018,서울,64.9
2019,서울,64.8
2005,인천,61.6
2006,인천,62.0
2007,인천,62.6
2008,인천,61.7
2009,인천,62.0
2010,인천,62.6
2011,인천,63.8
2012,인천,64.5
2013,인천,64.1
2014,인천,64.2
2015,인천,64.8
2016,인천,65.9
2017,인천,66.0
2018,인천,67.1
2019,인천,67.0
2005,경기,62.9
2006,경기,63.1
2007,경기,63.0
2008,경기,63.2
2009,경기,62.2
2010,경기,62.6
2011,경기,62.6
2012,경기,63.1
2013,경기,63.6
2014,경기,65.3
2015,경기,65.6
2016,경기,65.7
2017,경기,66.5
2018,경기,66.2
2019,경기,66.2
2001,일본(*),68.9
2002,일본(*),68.3
2003,일본(*),68.4
2004,일본(*),68.7
2005,일본(*),69.7
2006,일본(*),70.1
2007,일본(*),70.8
2008,일본(*),70.9
2009,일본(*),70.2
2010,일본(*),70.2
2011,일본(*),66.8
2012,일본(*),70.8
2013,일본(*),71.8
2014,일본(*),72.8
2015,일본(*),74.4
2016,일본(*),74.1
2017,일본(*),75.4
2018,일본(*),76.9
2019,일본(*),77.7
2001,뉴욕,68.5
2002,뉴욕,68.6
2003,뉴욕,67.8
2004,뉴욕,68.4
2005,뉴욕,68.7
2006,뉴욕,69.3
2007,뉴욕,68.6
2008,뉴욕,68.6
2009,뉴욕,66.1
2010,뉴욕,65.6
2011,뉴욕,64.7
2012,뉴욕,64.2
2013,뉴욕,65.6
2014,뉴욕,65.5
2015,뉴욕,66.8
2016,뉴욕,67.1
2017,뉴욕,68.0
2018,뉴욕,68.3
2019,뉴욕,68.5
2001,캐나다(*),70.8
2002,캐나다(*),71.4
2003,캐나다(*),72.2
2004,캐나다(*),72.5
2005,캐나다(*),72.4
2006,캐나다(*),72.7
2007,캐나다(*),73.3
2008,캐나다(*),73.4
2009,캐나다(*),71.3
2010,캐나다(*),71.3
2011,캐나다(*),71.7
2012,캐나다(*),71.9
2013,캐나다(*),72.3
2014,캐나다(*),72.1
2015,캐나다(*),72.4
2016,캐나다(*),72.3
2017,캐나다(*),73.2
2018,캐나다(*),73.5
2019,캐나다(*),74.2
2001,시드니,70.8
2002,시드니,71.1
2003,시드니,71.1
2004,시드니,71.2
2005,시드니,72.2
2006,시드니,72.1
2007,시드니,71.9
2008,시드니,72.5
2009,시드니,71.4
2010,시드니,71.5
2011,시드니,71.9
2012,시드니,72.1
2013,시드니,71.9
2014,시드니,71.9
2015,시드니,72.7
2016,시드니,73.0
2017,시드니,73.3
2018,시드니,74.5
2019,시드니,75.1
2001,베를린,60.2
2002,베를린,60.1
2003,베를린,58.0
2004,베를린,57.9
2005,베를린,58.6
2006,베를린,59.7
2007,베를린,62.1
2008,베를린,62.6
2009,베를린,64.9
2010,베를린,66.1
2011,베를린,67.3
2012,베를린,68.4
2013,베를린,68.6
2014,베를린,69.0
2015,베를린,69.0
2016,베를린,71.6
2017,베를린,72.8
2018,베를린,74.3
2019,베를린,74.9
2001,스톡홀롬,79.3
2002,스톡홀롬,78.5
2003,스톡홀롬,77.7
2004,스톡홀롬,76.6
2005,스톡홀롬,75.1
2006,스톡홀롬,75.5
2007,스톡홀롬,76.0
2008,스톡홀롬,77.0
2009,스톡홀롬,76.0
2010,스톡홀롬,75.5
2011,스톡홀롬,76.6
2012,스톡홀롬,76.7
2013,스톡홀롬,77.5
2014,스톡홀롬,77.5
2015,스톡홀롬,77.9
2016,스톡홀롬,78.5
2017,스톡홀롬,79.2
2018,스톡홀롬,80.2
2019,스톡홀롬,79.5
