Year,지역,Value
2001,0.전국,44.2
2002,0.전국,45.9
2003,0.전국,47.6
2004,0.전국,48.8
2005,0.전국,50.7
2006,0.전국,52.6
2007,0.전국,54.8
2008,0.전국,55.8
2009,0.전국,56.5
2010,0.전국,59.6
2011,0.전국,60.5
2012,0.전국,60.9
2013,0.전국,61.9
2014,0.전국,62.4
2015,0.전국,63.4
2016,0.전국,64.7
2017,0.전국,66
2018,0.전국,67.6
2019,0.전국,68.4
2020,0.전국,68.5
2001,1.수도권,45.6
2002,1.수도권,47.5
2003,1.수도권,48.6
2004,1.수도권,48.7
2005,1.수도권,50.4
2006,1.수도권,52.4
2007,1.수도권,54.3
2008,1.수도권,55.2
2009,1.수도권,56.4
2010,1.수도권,58.9
2011,1.수도권,59.6
2012,1.수도권,60.3
2013,1.수도권,61.5
2014,1.수도권,61.8
2015,1.수도권,63.8
2016,1.수도권,65.5
2017,1.수도권,67.4
2018,1.수도권,70.1
2019,1.수도권,70.8
2020,1.수도권,72
2001,2.충청권,45.3
2002,2.충청권,47.1
2003,2.충청권,51
2004,2.충청권,53.7
2005,2.충청권,56.3
2006,2.충청권,58.9
2007,2.충청권,60.5
2008,2.충청권,61.5
2009,2.충청권,63.5
2010,2.충청권,68.5
2011,2.충청권,70.8
2012,2.충청권,70.5
2013,2.충청권,71.1
2014,2.충청권,71.5
2015,2.충청권,72.3
2016,2.충청권,74.2
2017,2.충청권,76.4
2018,2.충청권,76.4
2019,2.충청권,76.6
2020,2.충청권,76.5
2001,3.호남권,42.2
2002,3.호남권,43.9
2003,3.호남권,45
2004,3.호남권,47.2
2005,3.호남권,48.5
2006,3.호남권,50.4
2007,3.호남권,52.3
2008,3.호남권,53.3
2009,3.호남권,52.7
2010,3.호남권,57.5
2011,3.호남권,57.1
2012,3.호남권,56.9
2013,3.호남권,57.8
2014,3.호남권,57.9
2015,3.호남권,57.6
2016,3.호남권,58.1
2017,3.호남권,59.2
2018,3.호남권,60.7
2019,3.호남권,61.7
2020,3.호남권,61.6
2001,4.대경권,36.2
2002,4.대경권,37.8
2003,4.대경권,40.5
2004,4.대경권,42.7
2005,4.대경권,45.2
2006,4.대경권,46.8
2007,4.대경권,50.2
2008,4.대경권,51.6
2009,4.대경권,50.9
2010,4.대경권,53.8
2011,4.대경권,55.1
2012,4.대경권,54.8
2013,4.대경권,56.7
2014,4.대경권,58.6
2015,4.대경권,57.8
2016,4.대경권,58.6
2017,4.대경권,58.5
2018,4.대경권,59.2
2019,4.대경권,60.1
2020,4.대경권,59.6
2001,5.동남권,48
2002,5.동남권,49.7
2003,5.동남권,51.3
2004,5.동남권,53.2
2005,5.동남권,55.6
2006,5.동남권,57.4
2007,5.동남권,59.9
2008,5.동남권,60.7
2009,5.동남권,61.4
2010,5.동남권,64.2
2011,5.동남권,65.5
2012,5.동남권,65.7
2013,5.동남권,65.7
2014,5.동남권,65.9
2015,5.동남권,66.4
2016,5.동남권,66.8
2017,5.동남권,66.4
2018,5.동남권,66.7
2019,5.동남권,67.7
2020,5.동남권,65.3
2001,6.강원권,40.1
2002,6.강원권,39.9
2003,6.강원권,43.1
2004,6.강원권,43.2
2005,6.강원권,43.9
2006,6.강원권,45.9
2007,6.강원권,48.2
2008,6.강원권,48.9
2009,6.강원권,48.9
2010,6.강원권,51.9
2011,6.강원권,52.5
2012,6.강원권,52.4
2013,6.강원권,54.1
2014,6.강원권,55.6
2015,6.강원권,55.2
2016,6.강원권,56.1
2017,6.강원권,55.4
2018,6.강원권,56.5
2019,6.강원권,56.8
2020,6.강원권,56.4
2001,7.제주권,34.7
2002,7.제주권,35.5
2003,7.제주권,35.3
2004,7.제주권,37.7
2005,7.제주권,37.1
2006,7.제주권,37.2
2007,7.제주권,39.5
2008,7.제주권,39.6
2009,7.제주권,42.1
2010,7.제주권,43.6
2011,7.제주권,45
2012,7.제주권,46.4
2013,7.제주권,47.8
2014,7.제주권,49
2015,7.제주권,50
2016,7.제주권,51.6
2017,7.제주권,51.2
2018,7.제주권,51
2019,7.제주권,50.2
2020,7.제주권,47.5
