Year,시도,시군구,Value
2001,0.전국,,38.7
2002,0.전국,,38.8
2003,0.전국,,38.8
2004,0.전국,,38.8
2005,0.전국,,38.7
2006,0.전국,,38.4
2007,0.전국,,38.2
2008,0.전국,,38
2009,0.전국,,37.5
2010,0.전국,,37
2011,0.전국,,36.6
2012,0.전국,,36.5
2013,0.전국,,36.6
2014,0.전국,,36.7
2015,0.전국,,36.8
2016,0.전국,,36.8
2017,0.전국,,37.3
2018,0.전국,,37.9
2019,0.전국,,38.5
2020,0.전국,,39.4
2021,0.전국,,40.5
2001,1.수도권,,36.7
2002,1.수도권,,36.6
2003,1.수도권,,36.3
2004,1.수도권,,36.2
2005,1.수도권,,35.9
2006,1.수도권,,35.5
2007,1.수도권,,35.2
2008,1.수도권,,34.8
2009,1.수도권,,34.3
2010,1.수도권,,33.9
2011,1.수도권,,33.6
2012,1.수도권,,33.5
2013,1.수도권,,33.6
2014,1.수도권,,33.7
2015,1.수도권,,33.7
2016,1.수도권,,33.7
2017,1.수도권,,34
2018,1.수도권,,34.5
2019,1.수도권,,34.9
2020,1.수도권,,35.6
2021,1.수도권,,36.5
2001,2.서울특별시,,31.5
2002,2.서울특별시,,31.5
2003,2.서울특별시,,31.4
2004,2.서울특별시,,31.5
2005,2.서울특별시,,31.6
2006,2.서울특별시,,31.4
2007,2.서울특별시,,31.4
2008,2.서울특별시,,31.4
2009,2.서울특별시,,31.3
2010,2.서울특별시,,31.1
2011,2.서울특별시,,31.1
2012,2.서울특별시,,31.3
2013,2.서울특별시,,31.7
2014,2.서울특별시,,32.1
2015,2.서울특별시,,32.4
2016,2.서울특별시,,32.6
2017,2.서울특별시,,33.1
2018,2.서울특별시,,33.7
2019,2.서울특별시,,34.3
2020,2.서울특별시,,35.2
2021,2.서울특별시,,36.2
2001,2.서울특별시,강남구,27
2002,2.서울특별시,강남구,27.2
2003,2.서울특별시,강남구,27.3
2004,2.서울특별시,강남구,27.3
2005,2.서울특별시,강남구,27
2006,2.서울특별시,강남구,26.8
2007,2.서울특별시,강남구,26.9
2008,2.서울특별시,강남구,26.7
2009,2.서울특별시,강남구,26.6
2010,2.서울특별시,강남구,26.9
2011,2.서울특별시,강남구,27.4
2012,2.서울특별시,강남구,27.9
2013,2.서울특별시,강남구,28.4
2014,2.서울특별시,강남구,28.9
2015,2.서울특별시,강남구,29.6
2016,2.서울특별시,강남구,30.2
2017,2.서울특별시,강남구,31
2018,2.서울특별시,강남구,32.2
2019,2.서울특별시,강남구,33.2
2020,2.서울특별시,강남구,34.5
2021,2.서울특별시,강남구,36
2001,2.서울특별시,강동구,31.9
2002,2.서울특별시,강동구,31.5
2003,2.서울특별시,강동구,31.2
2004,2.서울특별시,강동구,30.8
2005,2.서울특별시,강동구,30.4
2006,2.서울특별시,강동구,29.8
2007,2.서울특별시,강동구,29.4
2008,2.서울특별시,강동구,29
2009,2.서울특별시,강동구,28.8
2010,2.서울특별시,강동구,28.7
2011,2.서울특별시,강동구,28.9
2012,2.서울특별시,강동구,29.3
2013,2.서울특별시,강동구,29.8
2014,2.서울특별시,강동구,30.3
2015,2.서울특별시,강동구,30.7
2016,2.서울특별시,강동구,31.2
2017,2.서울특별시,강동구,32.2
2018,2.서울특별시,강동구,33.4
2019,2.서울특별시,강동구,34.5
2020,2.서울특별시,강동구,36
2021,2.서울특별시,강동구,37.6
2001,2.서울특별시,강북구,29.7
2002,2.서울특별시,강북구,30.2
2003,2.서울특별시,강북구,30.8
2004,2.서울특별시,강북구,31.5
2005,2.서울특별시,강북구,32
2006,2.서울특별시,강북구,32.4
2007,2.서울특별시,강북구,32.8
