Year,지역,Value
2001,0.전국,1529
2002,0.전국,1584
2003,0.전국,1863
2004,0.전국,2164
2005,0.전국,2509
2006,0.전국,2565
2007,0.전국,2617
2008,0.전국,2569
2009,0.전국,2561
2010,0.전국,2642
2011,0.전국,2754
2012,0.전국,2942
2013,0.전국,3164
2014,0.전국,3232
2015,0.전국,3283
2016,0.전국,3197
2017,0.전국,3104
2018,0.전국,3169
2019,0.전국,3342
2020,0.전국,3515
2021,0.전국,3628
2001,1.수도권,2496
2002,1.수도권,2577
2003,1.수도권,3047
2004,1.수도권,3524
2005,1.수도권,4150
2006,1.수도권,4055
2007,1.수도권,3807
2008,1.수도권,3649
2009,1.수도권,3531
2010,1.수도권,3561
2011,1.수도권,3630
2012,1.수도권,3824
2013,1.수도권,4182
2014,1.수도권,4230
2015,1.수도권,4266
2016,1.수도권,4045
2017,1.수도권,3863
2018,1.수도권,3954
2019,1.수도권,4242
2020,1.수도권,4461
2021,1.수도권,4616
2001,2.충청권,1126
2002,2.충청권,1233
2003,2.충청권,1378
2004,2.충청권,1707
2005,2.충청권,2080
2006,2.충청권,2393
2007,2.충청권,3140
2008,2.충청권,3152
2009,2.충청권,3216
2010,2.충청권,3435
2011,2.충청권,3442
2012,2.충청권,3776
2013,2.충청권,3883
2014,2.충청권,4015
2015,2.충청권,4037
2016,2.충청권,3983
2017,2.충청권,3807
2018,2.충청권,3939
2019,2.충청권,4013
2020,2.충청권,4180
2021,2.충청권,4339
2001,3.호남권,459
2002,3.호남권,462
2003,3.호남권,729
2004,3.호남권,1054
2005,3.호남권,647
2006,3.호남권,775
2007,3.호남권,1014
2008,3.호남권,1055
2009,3.호남권,1127
2010,3.호남권,1213
2011,3.호남권,1360
2012,3.호남권,1485
2013,3.호남권,1582
2014,3.호남권,1657
2015,3.호남권,1867
2016,3.호남권,1922
2017,3.호남권,1984
2018,3.호남권,2062
2019,3.호남권,2189
2020,3.호남권,2286
2021,3.호남권,2363
2001,4.대경권,1113
2002,4.대경권,1055
2003,4.대경권,932
2004,4.대경권,870
2005,4.대경권,1067
2006,4.대경권,1253
2007,4.대경권,1466
2008,4.대경권,1555
2009,4.대경권,1633
2010,4.대경권,1817
2011,4.대경권,2049
2012,4.대경권,2158
2013,4.대경권,2263
2014,4.대경권,2268
2015,4.대경권,2274
2016,4.대경권,2288
2017,4.대경권,2246
2018,4.대경권,2199
2019,4.대경권,2245
2020,4.대경권,2275
2021,4.대경권,2351
2001,5.동남권,417
2002,5.동남권,451
2003,5.동남권,557
2004,5.동남권,571
2005,5.동남권,662
2006,5.동남권,811
2007,5.동남권,1004
2008,5.동남권,1021
2009,5.동남권,1150
2010,5.동남권,1201
2011,5.동남권,1424
2012,5.동남권,1590
2013,5.동남권,1615
2014,5.동남권,1716
2015,5.동남권,1740
2016,5.동남권,1884
2017,5.동남권,1921
2018,5.동남권,1897
2019,5.동남권,1902
2020,5.동남권,2040
2021,5.동남권,2015
2001,6.강원권,303
2002,6.강원권,278
2003,6.강원권,273
2004,6.강원권,325
2005,6.강원권,491
2006,6.강원권,533
2007,6.강원권,805
2008,6.강원권,872
2009,6.강원권,965
2010,6.강원권,1065
2011,6.강원권,1078
2012,6.강원권,1235
2013,6.강원권,1432
2014,6.강원권,1596
2015,6.강원권,1677
2016,6.강원권,1569
2017,6.강원권,1674
2018,6.강원권,1739
2019,6.강원권,1703
2020,6.강원권,1832
2021,6.강원권,1893
2001,7.제주권,195
2002,7.제주권,177
2003,7.제주권,259
2004,7.제주권,211
2005,7.제주권,309
2006,7.제주권,348
2007,7.제주권,485
2008,7.제주권,725
2009,7.제주권,723
2010,7.제주권,799
2011,7.제주권,811
2012,7.제주권,864
2013,7.제주권,996
2014,7.제주권,963
2015,7.제주권,1031
2016,7.제주권,1097
2017,7.제주권,1269
2018,7.제주권,1275
2019,7.제주권,1343
2020,7.제주권,1503
2021,7.제주권,1559
