Year,시도,시군구,Value
2001,0.전국,,35.89
2002,0.전국,,34.22
2003,0.전국,,33.17
2004,0.전국,,32.59
2005,0.전국,,32.12
2006,0.전국,,31.58
2007,0.전국,,31.21
2008,0.전국,,30.67
2009,0.전국,,30.05
2010,0.전국,,29.21
2011,0.전국,,28.35
2012,0.전국,,27.58
2013,0.전국,,26.77
2014,0.전국,,25.81
2015,0.전국,,25.2
2016,0.전국,,24.55
2017,0.전국,,23.94
2018,0.전국,,23.18
2019,0.전국,,22.53
2020,0.전국,,22.11
2021,0.전국,,22.14
2022,0.전국,,21.63
2001,1.수도권,,38.46
2002,1.수도권,,36.46
2003,1.수도권,,35.62
2004,1.수도권,,35
2005,1.수도권,,34.54
2006,1.수도권,,33.99
2007,1.수도권,,33.37
2008,1.수도권,,32.63
2009,1.수도권,,31.88
2010,1.수도권,,30.85
2011,1.수도권,,29.91
2012,1.수도권,,29.06
2013,1.수도권,,28.19
2014,1.수도권,,27.07
2015,1.수도권,,26.51
2016,1.수도권,,25.71
2017,1.수도권,,25.1
2018,1.수도권,,24.32
2019,1.수도권,,23.65
2020,1.수도권,,23.31
2021,1.수도권,,23.42
2022,1.수도권,,22.87
2001,2.서울특별시,,36.49
2002,2.서울특별시,,34.67
2003,2.서울특별시,,34.08
2004,2.서울특별시,,33.28
2005,2.서울특별시,,32.84
2006,2.서울특별시,,32.36
2007,2.서울특별시,,32
2008,2.서울특별시,,31.6
2009,2.서울특별시,,31.02
2010,2.서울특별시,,30.24
2011,2.서울특별시,,29.36
2012,2.서울특별시,,28.63
2013,2.서울특별시,,27.81
2014,2.서울특별시,,26.96
2015,2.서울특별시,,26.19
2016,2.서울특별시,,25.36
2017,2.서울특별시,,24.6
2018,2.서울특별시,,23.76
2019,2.서울특별시,,22.96
2020,2.서울특별시,,22.45
2021,2.서울특별시,,22.47
2022,2.서울특별시,,22.03
2001,2.서울특별시,강남구,36.38
2002,2.서울특별시,강남구,34.72
2003,2.서울특별시,강남구,34.88
2004,2.서울특별시,강남구,33.9
2005,2.서울특별시,강남구,33.6
2006,2.서울특별시,강남구,33.16
2007,2.서울특별시,강남구,32.59
2008,2.서울특별시,강남구,32.74
2009,2.서울특별시,강남구,32.33
2010,2.서울특별시,강남구,32.63
2011,2.서울특별시,강남구,32.16
2012,2.서울특별시,강남구,31.08
2013,2.서울특별시,강남구,29.88
2014,2.서울특별시,강남구,29.22
2015,2.서울특별시,강남구,28.59
2016,2.서울특별시,강남구,28.06
2017,2.서울특별시,강남구,27.3
2018,2.서울특별시,강남구,26.07
2019,2.서울특별시,강남구,25.45
2020,2.서울특별시,강남구,25.63
2021,2.서울특별시,강남구,25.9
2022,2.서울특별시,강남구,25.52
2001,2.서울특별시,강동구,37
2002,2.서울특별시,강동구,34.95
2003,2.서울특별시,강동구,34.38
2004,2.서울특별시,강동구,33.27
2005,2.서울특별시,강동구,32.61
2006,2.서울특별시,강동구,32.26
2007,2.서울특별시,강동구,32.07
2008,2.서울특별시,강동구,31.62
2009,2.서울특별시,강동구,31.3
2010,2.서울특별시,강동구,30.52
2011,2.서울특별시,강동구,29.51
2012,2.서울특별시,강동구,28.62
2013,2.서울특별시,강동구,27.41
2014,2.서울특별시,강동구,26.64
2015,2.서울특별시,강동구,25.89
2016,2.서울특별시,강동구,25.21
2017,2.서울특별시,강동구,24.01
2018,2.서울특별시,강동구,23.79
2019,2.서울특별시,강동구,22.61
2020,2.서울특별시,강동구,22.45
2021,2.서울특별시,강동구,22.59
2022,2.서울특별시,강동구,22.55
2001,2.서울특별시,강북구,36.92
2002,2.서울특별시,강북구,34.48
2003,2.서울특별시,강북구,33.93
2004,2.서울특별시,강북구,33.69
2005,2.서울특별시,강북구,33.65
2006,2.서울특별시,강북구,33.32
2007,2.서울특별시,강북구,32.7
2008,2.서울특별시,강북구,31.75
2009,2.서울특별시,강북구,31.14
2010,2.서울특별시,강북구,30.11
2011,2.서울특별시,강북구,29.4
2012,2.서울특별시,강북구,28.71
2013,2.서울특별시,강북구,28.34
2014,2.서울특별시,강북구,27.37
2015,2.서울특별시,강북구,26.58
2016,2.서울특별시,강북구,25.38
2017,2.서울특별시,강북구,24.84
2018,2.서울특별시,강북구,23.86
2019,2.서울특별시,강북구,23.12
2020,2.서울특별시,강북구,22.64
2021,2.서울특별시,강북구,22.34
2022,2.서울특별시,강북구,21.69
2001,2.서울특별시,강서구,37.41
2002,2.서울특별시,강서구,35.4
2003,2.서울특별시,강서구,34.49
2004,2.서울특별시,강서구,33.56
2005,2.서울특별시,강서구,32.88
2006,2.서울특별시,강서구,32.41
2007,2.서울특별시,강서구,32.03
2008,2.서울특별시,강서구,31.75
2009,2.서울특별시,강서구,31.49
2010,2.서울특별시,강서구,30.38
2011,2.서울특별시,강서구,29.43
2012,2.서울특별시,강서구,28.82
2013,2.서울특별시,강서구,27.83
2014,2.서울특별시,강서구,26.79
2015,2.서울특별시,강서구,25.75
2016,2.서울특별시,강서구,24.87
2017,2.서울특별시,강서구,24.18
2018,2.서울특별시,강서구,23.56
2019,2.서울특별시,강서구,22.82
2020,2.서울특별시,강서구,22.06
2021,2.서울특별시,강서구,22.07
2022,2.서울특별시,강서구,21.57
