Year,시도,Value
2001,0.전국,2.749454384
2002,0.전국,2.725594323
2003,0.전국,2.819123932
2004,0.전국,2.869180517
2005,0.전국,2.810426063
2006,0.전국,2.900516435
2007,0.전국,3.095580934
2008,0.전국,3.185971089
2009,0.전국,3.383128586
2010,0.전국,3.565611001
2011,0.전국,3.745395201
2012,0.전국,3.952565211
2013,0.전국,4.085666022
2014,0.전국,4.180251585
2015,0.전국,4.14159481
2016,0.전국,4.181446404
2017,0.전국,4.338043291
2018,0.전국,4.503690772
2019,0.전국,4.524765041
2020,0.전국,4.700374101
2001,1.수도권,2.320019234
2002,1.수도권,2.312705235
2003,1.수도권,2.220030859
2004,1.수도권,2.251529331
2005,1.수도권,2.214276773
2006,1.수도권,2.28433794
2007,1.수도권,2.492012609
2008,1.수도권,2.361990959
2009,1.수도권,2.578036339
2010,1.수도권,2.66480894
2011,1.수도권,2.711058256
2012,1.수도권,2.892909954
2013,1.수도권,3.013261332
2014,1.수도권,3.06421273
2015,1.수도권,3.119183357
2016,1.수도권,3.156579553
2017,1.수도권,3.301310791
2018,1.수도권,3.376147632
2019,1.수도권,3.348691783
2020,1.수도권,3.5167016
2001,2.서울특별시,1.506412184
2002,2.서울특별시,1.537776517
2003,2.서울특별시,1.381482116
2004,2.서울특별시,1.342367351
2005,2.서울특별시,1.371423122
2006,2.서울특별시,1.415285516
2007,2.서울특별시,1.689834214
2008,2.서울특별시,1.61121561
2009,2.서울특별시,1.72616442
2010,2.서울특별시,1.832013151
2011,2.서울특별시,1.832942629
2012,2.서울특별시,1.992288699
2013,2.서울특별시,1.97571371
2014,2.서울특별시,1.972801618
2015,2.서울특별시,1.930510624
2016,2.서울특별시,1.944877356
2017,2.서울특별시,1.933210255
2018,2.서울특별시,1.963745385
2019,2.서울특별시,1.970241591
2020,2.서울특별시,2.074437348
2001,3.인천광역시,2.748753716
2002,3.인천광역시,2.501722585
2003,3.인천광역시,2.658319615
2004,3.인천광역시,2.757551775
2005,3.인천광역시,2.759477723
2006,3.인천광역시,2.956082368
2007,3.인천광역시,3.102884256
2008,3.인천광역시,2.959241524
2009,3.인천광역시,2.922094307
2010,3.인천광역시,3.100957289
2011,3.인천광역시,3.183676434
2012,3.인천광역시,3.370357343
2013,3.인천광역시,3.427196448
2014,3.인천광역시,3.563936686
2015,3.인천광역시,3.659764505
2016,3.인천광역시,3.74392551
2017,3.인천광역시,3.861349396
2018,3.인천광역시,4.046610529
2019,3.인천광역시,3.92254782
2020,3.인천광역시,4.200343152
2001,4.경기도,3.364271
2002,4.경기도,3.348968274
2003,4.경기도,3.237704469
2004,4.경기도,3.290700897
2005,4.경기도,3.136718594
2006,4.경기도,3.166375585
2007,4.경기도,3.309019794
2008,4.경기도,3.107076807
2009,4.경기도,3.49999883
2010,4.경기도,3.487188933
2011,4.경기도,3.566906087
2012,4.경기도,3.74402318
2013,4.경기도,3.984733236
2014,4.경기도,4.039510754
2015,4.경기도,4.157691615
2016,4.경기도,4.189415096
2017,4.경기도,4.439216013
2018,4.경기도,4.509343625
2019,4.경기도,4.474239409
2020,4.경기도,4.674728349
