Year,지역,Value
2001,0.전국,25.5
2002,0.전국,26.6
2003,0.전국,30.2
2004,0.전국,31.1
2005,0.전국,32.4
2006,0.전국,33.8
2007,0.전국,35.3
2008,0.전국,36.8
2009,0.전국,38.2
2010,0.전국,38.9
2011,0.전국,39.9
2012,0.전국,41.1
2013,0.전국,42.2
2014,0.전국,43
2015,0.전국,43.7
2016,0.전국,44.7
2017,0.전국,45.6
2018,0.전국,46.6
2019,0.전국,47.3
2020,0.전국,47.8
2021,0.전국,48.5
2022,0.전국,49.2
2001,1.수도권,29.6
2002,1.수도권,30.5
2003,1.수도권,34.7
2004,1.수도권,35.2
2005,1.수도권,36.1
2006,1.수도권,37.6
2007,1.수도권,39.4
2008,1.수도권,41
2009,1.수도권,42.9
2010,1.수도권,43.5
2011,1.수도권,44.7
2012,1.수도권,46
2013,1.수도권,46.8
2014,1.수도권,47.1
2015,1.수도권,47.9
2016,1.수도권,48.8
2017,1.수도권,49.3
2018,1.수도권,50.6
2019,1.수도권,51.4
2020,1.수도권,52.3
2021,1.수도권,52.8
2022,1.수도권,53.4
2001,2.충청권,21.3
2002,2.충청권,22.7
2003,2.충청권,25.9
2004,2.충청권,27.2
2005,2.충청권,29
2006,2.충청권,29.9
2007,2.충청권,30.4
2008,2.충청권,32.4
2009,2.충청권,34.4
2010,2.충청권,34.9
2011,2.충청권,35.2
2012,2.충청권,35.8
2013,2.충청권,37.7
2014,2.충청권,38.4
2015,2.충청권,39.4
2016,2.충청권,40.9
2017,2.충청권,42.5
2018,2.충청권,42.8
2019,2.충청권,43.2
2020,2.충청권,43
2021,2.충청권,44.8
2022,2.충청권,45.7
2001,3.호남권,21.1
2002,3.호남권,21.6
2003,3.호남권,25.8
2004,3.호남권,26.4
2005,3.호남권,27
2006,3.호남권,28.1
2007,3.호남권,30
2008,3.호남권,31.8
2009,3.호남권,32.3
2010,3.호남권,33.3
2011,3.호남권,34.7
2012,3.호남권,35.9
2013,3.호남권,37.1
2014,3.호남권,38
2015,3.호남권,38.2
2016,3.호남권,39
2017,3.호남권,40.8
2018,3.호남권,41.4
2019,3.호남권,42
2020,3.호남권,41.8
2021,3.호남권,41.8
2022,3.호남권,42.2
2001,4.대경권,23.1
2002,4.대경권,24.4
2003,4.대경권,25.8
2004,4.대경권,26.2
2005,4.대경권,28.2
2006,4.대경권,30.3
2007,4.대경권,31.2
2008,4.대경권,32.7
2009,4.대경권,32.6
2010,4.대경권,33.7
2011,4.대경권,35.3
2012,4.대경권,36.8
2013,4.대경권,38
2014,4.대경권,38.8
2015,4.대경권,40
2016,4.대경권,39.8
2017,4.대경권,41.2
2018,4.대경권,41.2
2019,4.대경권,43.1
2020,4.대경권,45.1
2021,4.대경권,46.4
2022,4.대경권,45.4
2001,5.동남권,22.5
2002,5.동남권,24.3
2003,5.동남권,27.3
2004,5.동남권,28.8
2005,5.동남권,30.7
2006,5.동남권,32.1
2007,5.동남권,32.5
2008,5.동남권,33.6
2009,5.동남권,35.2
2010,5.동남권,35.7
2011,5.동남권,35.5
2012,5.동남권,36.8
2013,5.동남권,38.5
2014,5.동남권,40.6
2015,5.동남권,41.2
2016,5.동남권,42.2
2017,5.동남권,43.2
2018,5.동남권,44.2
2019,5.동남권,43.9
2020,5.동남권,43.1
2021,5.동남권,44.2
2022,5.동남권,45.6
2001,6.강원권,18.8
2002,6.강원권,19.3
2003,6.강원권,23
2004,6.강원권,24.2
2005,6.강원권,25.1
2006,6.강원권,26.6
2007,6.강원권,29.2
2008,6.강원권,30.8
2009,6.강원권,28.7
2010,6.강원권,29.4
2011,6.강원권,30.6
2012,6.강원권,31.9
2013,6.강원권,33.6
2014,6.강원권,35.7
2015,6.강원권,34.6
2016,6.강원권,36.8
2017,6.강원권,36.3
2018,6.강원권,39.2
2019,6.강원권,38.5
2020,6.강원권,39.8
2021,6.강원권,38.5
2022,6.강원권,40.6
2001,7.제주권,25
2002,7.제주권,24.7
2003,7.제주권,26.5
2004,7.제주권,28.1
2005,7.제주권,31.2
2006,7.제주권,33.9
2007,7.제주권,35.8
2008,7.제주권,37.4
2009,7.제주권,36.2
2010,7.제주권,36.7
2011,7.제주권,40.1
2012,7.제주권,40.1
2013,7.제주권,40
2014,7.제주권,40.4
2015,7.제주권,41.3
2016,7.제주권,44.1
2017,7.제주권,45.5
2018,7.제주권,48
2019,7.제주권,47.7
2020,7.제주권,47.2
2021,7.제주권,49.4
2022,7.제주권,51.2
