Year,지역,Value
2007,0.전국,2.10
2008,0.전국,2.23
2009,0.전국,2.31
2010,0.전국,2.36
2011,0.전국,2.42
2012,0.전국,2.47
2013,0.전국,2.57
2014,0.전국,2.62
2015,0.전국,2.68
2016,0.전국,2.74
2017,0.전국,2.82
2018,0.전국,2.88
2019,0.전국,2.97
2020,0.전국,3.03
2021,0.전국,3.10
2022,0.전국,3.17
2007,1.수도권,2.21
2008,1.수도권,2.36
2009,1.수도권,2.46
2010,1.수도권,2.50
2011,1.수도권,2.57
2012,1.수도권,2.62
2013,1.수도권,2.73
2014,1.수도권,2.78
2015,1.수도권,2.83
2016,1.수도권,2.89
2017,1.수도권,2.98
2018,1.수도권,3.05
2019,1.수도권,3.15
2020,1.수도권,3.22
2021,1.수도권,3.31
2022,1.수도권,3.41
2007,2.충청권,1.97
2008,2.충청권,2.08
2009,2.충청권,2.16
2010,2.충청권,2.18
2011,2.충청권,2.22
2012,2.충청권,2.27
2013,2.충청권,2.32
2014,2.충청권,2.38
2015,2.충청권,2.42
2016,2.충청권,2.46
2017,2.충청권,2.53
2018,2.충청권,2.57
2019,2.충청권,2.64
2020,2.충청권,2.68
2021,2.충청권,2.70
2022,2.충청권,2.72
2007,3.호남권,2.13
2008,3.호남권,2.24
2009,3.호남권,2.32
2010,3.호남권,2.39
2011,3.호남권,2.45
2012,3.호남권,2.50
2013,3.호남권,2.60
2014,3.호남권,2.67
2015,3.호남권,2.75
2016,3.호남권,2.84
2017,3.호남권,2.92
2018,3.호남권,2.96
2019,3.호남권,3.04
2020,3.호남권,3.08
2021,3.호남권,3.11
2022,3.호남권,3.16
2007,4.대경권,1.99
2008,4.대경권,2.08
2009,4.대경권,2.15
2010,4.대경권,2.19
2011,4.대경권,2.23
2012,4.대경권,2.29
2013,4.대경권,2.36
2014,4.대경권,2.42
2015,4.대경권,2.46
2016,4.대경권,2.53
2017,4.대경권,2.59
2018,4.대경권,2.66
2019,4.대경권,2.75
2020,4.대경권,2.80
2021,4.대경권,2.85
2022,4.대경권,2.91
2007,5.동남권,1.96
2008,5.동남권,2.05
2009,5.동남권,2.12
2010,5.동남권,2.19
2011,5.동남권,2.27
2012,5.동남권,2.33
2013,5.동남권,2.41
2014,5.동남권,2.48
2015,5.동남권,2.55
2016,5.동남권,2.63
2017,5.동남권,2.70
2018,5.동남권,2.74
2019,5.동남권,2.81
2020,5.동남권,2.87
2021,5.동남권,2.94
2022,5.동남권,3.00
2007,6.강원권,2.00
2008,6.강원권,2.08
2009,6.강원권,2.14
2010,6.강원권,2.18
2011,6.강원권,2.17
2012,6.강원권,2.20
2013,6.강원권,2.25
2014,6.강원권,2.30
2015,6.강원권,2.35
2016,6.강원권,2.38
2017,6.강원권,2.44
2018,6.강원권,2.47
2019,6.강원권,2.54
2020,6.강원권,2.61
2021,6.강원권,2.65
2022,6.강원권,2.65
2007,7.제주권,1.70
2008,7.제주권,1.84
2009,7.제주권,1.94
2010,7.제주권,2.00
2011,7.제주권,2.05
2012,7.제주권,2.10
2013,7.제주권,2.24
2014,7.제주권,2.25
2015,7.제주권,2.30
2016,7.제주권,2.33
2017,7.제주권,2.43
2018,7.제주권,2.45
2019,7.제주권,2.52
2020,7.제주권,2.54
2021,7.제주권,2.57
2022,7.제주권,2.62
