Year,지역,Value
2001,수도권,100
2002,수도권,101.5
2003,수도권,103
2004,수도권,104.3
2005,수도권,105.2
2006,수도권,106.4
2007,수도권,107.6
2008,수도권,108.9
2009,수도권,109.8
2010,수도권,110.6
2011,수도권,111.6
2012,수도권,112.3
2013,수도권,112.9
2014,수도권,113.7
2015,수도권,114.3
2016,수도권,114.7
2017,수도권,115.3
2018,수도권,116.2
2019,수도권,117
2020,수도권,117.5
2021,수도권,117.9
2001,서울,100
2002,서울,99.6
2003,서울,99.5
2004,서울,99.6
2005,서울,99.4
2006,서울,99.7
2007,서울,99.8
2008,서울,100.2
2009,서울,100.5
2010,서울,100
2011,서울,99.8
2012,서울,99.5
2013,서울,99
2014,서울,98.9
2015,서울,98.5
2016,서울,97.5
2017,서울,96.8
2018,서울,96.2
2019,서울,95.7
2020,서울,95.1
2021,서울,94.6
2001,인천,100
2002,인천,100.8
2003,인천,100.9
2004,인천,100.8
2005,인천,101.2
2006,인천,102.2
2007,인천,103.6
2008,인천,105.4
2009,인천,105.8
2010,인천,106.7
2011,인천,108
2012,인천,109.5
2013,인천,110.9
2014,인천,112.2
2015,인천,113
2016,인천,114
2017,인천,114.6
2018,인천,115.2
2019,인천,115.4
2020,인천,115.7
2021,인천,115.9
2001,경기,100
2002,경기,103.8
2003,경기,107.4
2004,경기,110.2
2005,경기,112.4
2006,경기,114.8
2007,경기,117
2008,경기,119.2
2009,경기,120.8
2010,경기,122.9
2011,경기,125.1
2012,경기,126.7
2013,경기,128.3
2014,경기,130
2015,경기,131.4
2016,경기,133.3
2017,경기,135.3
2018,경기,137.9
2019,경기,140.1
2020,경기,141.8
2021,경기,143.4
2001,도쿄,100
2002,도쿄,100.7
2003,도쿄,101.4
2004,도쿄,102
2005,도쿄,103.6
2006,도쿄,104.3
2007,도쿄,105.1
2008,도쿄,105.8
2009,도쿄,106
2010,도쿄,108.4
2011,도쿄,108.7
2012,도쿄,109
2013,도쿄,109.6
2014,도쿄,110.3
2015,도쿄,111.3
2016,도쿄,112.2
2017,도쿄,113.1
2018,도쿄,113.9
2019,도쿄,114.7
2020,도쿄,115.7
2021,도쿄,115.4
2001,오사카,100
2002,오사카,100
2003,오사카,100
2004,오사카,100
2005,오사카,100
2006,오사카,100
2007,오사카,99.9
2008,오사카,99.9
2009,오사카,99.8
2010,오사카,100.5
2011,오사카,100.5
2012,오사카,100.4
2013,오사카,100.4
2014,오사카,100.2
2015,오사카,100.2
2016,오사카,100.2
2017,오사카,100.1
2018,오사카,99.9
2019,오사카,99.9
2020,오사카,100.2
2021,오사카,99.9
2001,뉴욕,100
2002,뉴욕,100.3
2003,뉴욕,100.5
2004,뉴욕,100.5
2005,뉴욕,100.3
2006,뉴욕,100.1
2007,뉴욕,100.3
2008,뉴욕,100.7
2009,뉴욕,101.2
2010,뉴욕,101.7
2011,뉴욕,102.2
2012,뉴욕,102.6
2013,뉴욕,102.8
2014,뉴욕,103
2015,뉴욕,103
2016,뉴욕,102.9
2017,뉴욕,102.7
2018,뉴욕,102.3
2019,뉴욕,101.9
2020,뉴욕,105.6
2021,뉴욕,103.9
2001,토론토,100
2002,토론토,100.7
2003,토론토,100.3
2004,토론토,100.1
2005,토론토,100.2
2006,토론토,101
2007,토론토,101.1
2008,토론토,101.6
2009,토론토,102.5
2010,토론토,103.5
2011,토론토,104.7
2012,토론토,106
2013,토론토,107
2014,토론토,108
2015,토론토,108.3
2016,토론토,109.1
2017,토론토,110.8
2018,토론토,112.9
2019,토론토,114.7
2020,토론토,115.7
2021,토론토,115.1
2001,시드니,100
2002,시드니,100.8
2003,시드니,101.5
2004,시드니,102
2005,시드니,102.8
2006,시드니,103.7
2007,시드니,105.4
2008,시드니,107.5
2009,시드니,109.5
2010,시드니,111
2011,시드니,112.3
2012,시드니,114
2013,시드니,116
2014,시드니,118
2015,시드니,120.2
2016,시드니,122.5
2017,시드니,125.2
2018,시드니,127.4
2019,시드니,129.4
2020,시드니,130.8
2021,시드니,130.7
2001,파리,100
2002,파리,100.4
2003,파리,100.8
2004,파리,101.1
2005,파리,101.6
2006,파리,102.1
2007,파리,102.6
2008,파리,103.5
2009,파리,104.5
2010,파리,105
2011,파리,105.3
2012,파리,104.8
2013,파리,104.3
2014,파리,103.9
2015,파리,103.2
2016,파리,102.5
2017,파리,102.3
2018,파리,101.8
2019,파리,101.3
2020,파리,100.8
2021,파리,100.5
2001,베를린,100
2002,베를린,100.2
2003,베를린,100.3
2004,베를린,100.2
2005,베를린,100.2
2006,베를린,100.4
2007,베를린,100.6
2008,베를린,101
2009,베를린,101.5
2010,베를린,101.8
2011,베를린,96.9
2012,베를린,98.3
2013,베를린,99.8
2014,베를린,101.2
2015,베를린,102.6
2016,베를린,104.1
2017,베를린,105.7
2018,베를린,106.8
2019,베를린,107.8
2020,베를린,108.5
2021,베를린,108.3
2001,런던,100
2002,런던,101
2003,런던,101.5
2004,런던,101.9
2005,런던,102.7
2006,런던,103.8
2007,런던,105
2008,런던,106.5
2009,런던,108.2
2010,런던,109.9
2011,런던,111.7
2012,런던,113.4
2013,런던,114.9
2014,런던,116.5
2015,런던,118.2
2016,런던,119.8
2017,런던,120.8
2018,런던,122.3
2019,런던,123.4
2020,런던,123.7
2021,런던,124.6
2001,스톡홀롬,100
2002,스톡홀롬,100.9
2003,스톡홀롬,101.5
2004,스톡홀롬,102.1
2005,스톡홀롬,102.7
2006,스톡홀롬,103.7
2007,스톡홀롬,105.2
2008,스톡홀롬,106.9
2009,스톡홀롬,108.7
2010,스톡홀롬,110.7
2011,스톡홀롬,112.7
2012,스톡홀롬,114.7
2013,스톡홀롬,116.7
2014,스톡홀롬,118.6
2015,스톡홀롬,120.6
2016,스톡홀롬,122.4
2017,스톡홀롬,124.5
2018,스톡홀롬,126.6
2019,스톡홀롬,128.6
2020,스톡홀롬,130.4
2021,스톡홀롬,131.2
